"Echantillon";"AUC";"Espece";"Model";"Type";"blocs"
3;0,497810195071585;"A. indica";"Oui";"GLM";"Sans blocs"
4;0,506112263417164;"A. indica";"Oui";"GLM";"Sans blocs"
5;0,505929338665771;"A. indica";"Oui";"GLM";"Sans blocs"
1;0,69560075506119;"C. pinnata";"Non";"mahal";"Avec blocs"
2;0,647946315623023;"C. pinnata";"Non";"mahal";"Avec blocs"
3;0,823650943654642;"C. pinnata";"Non";"mahal";"Avec blocs"
4;0,775876832075179;"C. pinnata";"Non";"mahal";"Avec blocs"
5;0,656895480293506;"C. pinnata";"Non";"mahal";"Avec blocs"
1;0,804238984468037;"C. pinnata";"Oui";"mahal";"Avec blocs"
2;0,71069339025933;"C. pinnata";"Oui";"mahal";"Avec blocs"
3;0,664561590927767;"C. pinnata";"Oui";"mahal";"Avec blocs"
4;0,693494567874733;"C. pinnata";"Oui";"mahal";"Avec blocs"
5;0,681015320633858;"C. pinnata";"Oui";"mahal";"Avec blocs"
1;0,678853319946711;"A. indica";"Non";"mahal";"Avec blocs"
2;0,850641674865444;"A. indica";"Non";"mahal";"Avec blocs"
3;0,752969878244056;"A. indica";"Non";"mahal";"Avec blocs"
4;0,671942778034149;"A. indica";"Non";"mahal";"Avec blocs"
5;0,774594011892756;"A. indica";"Non";"mahal";"Avec blocs"
1;0,721822447048829;"A. indica";"Oui";"mahal";"Avec blocs"
2;0,884765466751548;"A. indica";"Oui";"mahal";"Avec blocs"
3;0,754641630663565;"A. indica";"Oui";"mahal";"Avec blocs"
4;0,659425473004153;"A. indica";"Oui";"mahal";"Avec blocs"
5;0,782845915777028;"A. indica";"Oui";"mahal";"Avec blocs"
1;0,646196042668435;"C. pinnata";"Non";"mahal";"Sans blocs"
2;0,653940234522759;"C. pinnata";"Non";"mahal";"Sans blocs"
3;0,633961927037651;"C. pinnata";"Non";"mahal";"Sans blocs"
4;0,657050497269488;"C. pinnata";"Non";"mahal";"Sans blocs"
5;0,648683944228992;"C. pinnata";"Non";"mahal";"Sans blocs"
1;0,645342121262367;"C. pinnata";"Oui";"mahal";"Sans blocs"
2;0,654951736505135;"C. pinnata";"Oui";"mahal";"Sans blocs"
3;0,633647900897682;"C. pinnata";"Oui";"mahal";"Sans blocs"
4;0,657853831657427;"C. pinnata";"Oui";"mahal";"Sans blocs"
5;0,648528052335917;"C. pinnata";"Oui";"mahal";"Sans blocs"
1;0,755411452506699;"A. indica";"Non";"mahal";"Sans blocs"
2;0,767620503387437;"A. indica";"Non";"mahal";"Sans blocs"
3;0,770412712777992;"A. indica";"Non";"mahal";"Sans blocs"
4;0,780908774621753;"A. indica";"Non";"mahal";"Sans blocs"
5;0,756670870113493;"A. indica";"Non";"mahal";"Sans blocs"
1;0,755962137176852;"A. indica";"Oui";"mahal";"Sans blocs"
2;0,777823835986718;"A. indica";"Oui";"mahal";"Sans blocs"
3;0,776175519384591;"A. indica";"Oui";"mahal";"Sans blocs"
4;0,775484852269483;"A. indica";"Oui";"mahal";"Sans blocs"
5;0,759239176124422;"A. indica";"Oui";"mahal";"Sans blocs"
1;0,933183735779259;"C. pinnata";"Non";"MaxEnt";"Avec blocs"
2;0,759375878487596;"C. pinnata";"Non";"MaxEnt";"Avec blocs"
3;0,752626893472485;"C. pinnata";"Non";"MaxEnt";"Avec blocs"
4;0,902501699402526;"C. pinnata";"Non";"MaxEnt";"Avec blocs"
5;0,71756495136117;"C. pinnata";"Non";"MaxEnt";"Avec blocs"
1;0,852939481085464;"C. pinnata";"Oui";"MaxEnt";"Avec blocs"
2;0,853163214210415;"C. pinnata";"Oui";"MaxEnt";"Avec blocs"
3;0,804894266852932;"C. pinnata";"Oui";"MaxEnt";"Avec blocs"
4;0,860723229938106;"C. pinnata";"Oui";"MaxEnt";"Avec blocs"
5;0,781505294103588;"C. pinnata";"Oui";"MaxEnt";"Avec blocs"
1;0,890269437954936;"A. indica";"Non";"MaxEnt";"Avec blocs"
2;0,716235386885815;"A. indica";"Non";"MaxEnt";"Avec blocs"
3;0,714504466398783;"A. indica";"Non";"MaxEnt";"Avec blocs"
4;0,9328737886479;"A. indica";"Non";"MaxEnt";"Avec blocs"
5;0,807083492714817;"A. indica";"Non";"MaxEnt";"Avec blocs"
1;0,856659683741046;"A. indica";"Oui";"MaxEnt";"Avec blocs"
2;0,773913782626309;"A. indica";"Oui";"MaxEnt";"Avec blocs"
3;0,67504204558043;"A. indica";"Oui";"MaxEnt";"Avec blocs"
4;0,818868251038302;"A. indica";"Oui";"MaxEnt";"Avec blocs"
5;0,868515491880238;"A. indica";"Oui";"MaxEnt";"Avec blocs"
1;0,748965069363842;"C. pinnata";"Non";"MaxEnt";"Sans blocs"
2;0,731199652558876;"C. pinnata";"Non";"MaxEnt";"Sans blocs"
3;0,721878417741394;"C. pinnata";"Non";"MaxEnt";"Sans blocs"
4;0,73973891632392;"C. pinnata";"Non";"MaxEnt";"Sans blocs"
5;0,724611500992785;"C. pinnata";"Non";"MaxEnt";"Sans blocs"
1;0,774322942574476;"C. pinnata";"Oui";"MaxEnt";"Sans blocs"
2;0,764464338250746;"C. pinnata";"Oui";"MaxEnt";"Sans blocs"
3;0,755744512663916;"C. pinnata";"Oui";"MaxEnt";"Sans blocs"
4;0,776978417266187;"C. pinnata";"Oui";"MaxEnt";"Sans blocs"
5;0,751222520635164;"C. pinnata";"Oui";"MaxEnt";"Sans blocs"
1;0,745343028852408;"A. indica";"Non";"MaxEnt";"Sans blocs"
2;0,695212680976376;"A. indica";"Non";"MaxEnt";"Sans blocs"
3;0,698235667292191;"A. indica";"Non";"MaxEnt";"Sans blocs"
4;0,737918837425064;"A. indica";"Non";"MaxEnt";"Sans blocs"
5;0,709697351828499;"A. indica";"Non";"MaxEnt";"Sans blocs"
1;0,757358361301177;"A. indica";"Oui";"MaxEnt";"Sans blocs"
2;0,714880975512865;"A. indica";"Oui";"MaxEnt";"Sans blocs"
3;0,741756169840868;"A. indica";"Oui";"MaxEnt";"Sans blocs"
4;0,790565675849272;"A. indica";"Oui";"MaxEnt";"Sans blocs"
5;0,75431693989071;"A. indica";"Oui";"MaxEnt";"Sans blocs"
1;0,704172387490465;"C. pinnata";"Non";"RF";"Avec blocs"
2;0,711752844758985;"C. pinnata";"Non";"RF";"Avec blocs"
3;0,69590829036021;"C. pinnata";"Non";"RF";"Avec blocs"
4;0,709951853433762;"C. pinnata";"Non";"RF";"Avec blocs"
5;0,721413967631279;"C. pinnata";"Non";"RF";"Avec blocs"
1;0,701151571430151;"C. pinnata";"Oui";"RF";"Avec blocs"
2;0,713012877654612;"C. pinnata";"Oui";"RF";"Avec blocs"
3;0,697193710131325;"C. pinnata";"Oui";"RF";"Avec blocs"
4;0,712692060844785;"C. pinnata";"Oui";"RF";"Avec blocs"
5;0,726736869400902;"C. pinnata";"Oui";"RF";"Avec blocs"
1;0,728453305188729;"A. indica";"Non";"RF";"Avec blocs"
2;0,690498012474748;"A. indica";"Non";"RF";"Avec blocs"
3;0,692732034579247;"A. indica";"Non";"RF";"Avec blocs"
4;0,659831031267156;"A. indica";"Non";"RF";"Avec blocs"
5;0,709392974856965;"A. indica";"Non";"RF";"Avec blocs"
1;0,736047626605926;"A. indica";"Oui";"RF";"Avec blocs"
2;0,693139684164976;"A. indica";"Oui";"RF";"Avec blocs"
3;0,697597668242538;"A. indica";"Oui";"RF";"Avec blocs"
4;0,666930234594153;"A. indica";"Oui";"RF";"Avec blocs"
5;0,712507522138762;"A. indica";"Oui";"RF";"Avec blocs"
1;0,5147757;"C. pinnata";"Non";"RF";"Sans blocs"
2;0,517064;"C. pinnata";"Non";"RF";"Sans blocs"
3;0,5327162;"C. pinnata";"Non";"RF";"Sans blocs"
4;0,5174584;"C. pinnata";"Non";"RF";"Sans blocs"
5;0,5220895;"C. pinnata";"Non";"RF";"Sans blocs"
1;0,5148222;"C. pinnata";"Oui";"RF";"Sans blocs"
2;0,517068;"C. pinnata";"Oui";"RF";"Sans blocs"
3;0,5335355;"C. pinnata";"Oui";"RF";"Sans blocs"
4;0,5168693;"C. pinnata";"Oui";"RF";"Sans blocs"
5;0,5229177;"C. pinnata";"Oui";"RF";"Sans blocs"
1;0,5117356;"A. indica";"Non";"RF";"Sans blocs"
2;0,4970335;"A. indica";"Non";"RF";"Sans blocs"
3;0,5239375;"A. indica";"Non";"RF";"Sans blocs"
4;0,5219873;"A. indica";"Non";"RF";"Sans blocs"
5;0,5009919;"A. indica";"Non";"RF";"Sans blocs"
1;0,5141059;"A. indica";"Oui";"RF";"Sans blocs"
2;0,5019768;"A. indica";"Oui";"RF";"Sans blocs"
3;0,5255779;"A. indica";"Oui";"RF";"Sans blocs"
4;0,5222505;"A. indica";"Oui";"RF";"Sans blocs"
5;0,5070602;"A. indica";"Oui";"RF";"Sans blocs"
1;0,715107396721166;"C. pinnata";"Non";"SVM";"Avec blocs"
2;0,716771322609924;"C. pinnata";"Non";"SVM";"Avec blocs"
3;0,70416154107886;"C. pinnata";"Non";"SVM";"Avec blocs"
4;0,711719920542912;"C. pinnata";"Non";"SVM";"Avec blocs"
5;0,715381505289536;"C. pinnata";"Non";"SVM";"Avec blocs"
1;0,718537237864668;"C. pinnata";"Oui";"SVM";"Avec blocs"
2;0,717915586987551;"C. pinnata";"Oui";"SVM";"Avec blocs"
3;0,695699882068492;"C. pinnata";"Oui";"SVM";"Avec blocs"
4;0,70726944224107;"C. pinnata";"Oui";"SVM";"Avec blocs"
5;0,723567469815644;"C. pinnata";"Oui";"SVM";"Avec blocs"
1;0,745306762904687;"A. indica";"Non";"SVM";"Avec blocs"
2;0,704406329794125;"A. indica";"Non";"SVM";"Avec blocs"
3;0,697258825294087;"A. indica";"Non";"SVM";"Avec blocs"
4;0,665427128041294;"A. indica";"Non";"SVM";"Avec blocs"
5;0,719643702633436;"A. indica";"Non";"SVM";"Avec blocs"
1;0,726679512174249;"A. indica";"Oui";"SVM";"Avec blocs"
2;0,703266602187647;"A. indica";"Oui";"SVM";"Avec blocs"
3;0,705973347951781;"A. indica";"Oui";"SVM";"Avec blocs"
4;0,706630287900239;"A. indica";"Oui";"SVM";"Avec blocs"
5;0,713577116813851;"A. indica";"Oui";"SVM";"Avec blocs"
1;0,518732561290376;"C. pinnata";"Non";"SVM";"Sans blocs"
2;0,536066333659105;"C. pinnata";"Non";"SVM";"Sans blocs"
3;0,526737880564339;"C. pinnata";"Non";"SVM";"Sans blocs"
4;0,507440626659178;"C. pinnata";"Non";"SVM";"Sans blocs"
5;0,523669795600978;"C. pinnata";"Non";"SVM";"Sans blocs"
1;0,521372543116072;"C. pinnata";"Oui";"SVM";"Sans blocs"
2;0,522816530640686;"C. pinnata";"Oui";"SVM";"Sans blocs"
3;0,520778540235688;"C. pinnata";"Oui";"SVM";"Sans blocs"
4;0,516391247960042;"C. pinnata";"Oui";"SVM";"Sans blocs"
5;0,519309764496778;"C. pinnata";"Oui";"SVM";"Sans blocs"
1;0,517145516040412;"A. indica";"Non";"SVM";"Sans blocs"
2;0,508585597780631;"A. indica";"Non";"SVM";"Sans blocs"
3;0,510998244020898;"A. indica";"Non";"SVM";"Sans blocs"
4;0,508114476331674;"A. indica";"Non";"SVM";"Sans blocs"
5;0,510411382611491;"A. indica";"Non";"SVM";"Sans blocs"
1;0,527129151575528;"A. indica";"Oui";"SVM";"Sans blocs"
2;0,524207610290237;"A. indica";"Oui";"SVM";"Sans blocs"
3;0,503669313839776;"A. indica";"Oui";"SVM";"Sans blocs"
4;0,504623658466224;"A. indica";"Oui";"SVM";"Sans blocs"
5;0,494478181878636;"A. indica";"Oui";"SVM";"Sans blocs"
1;0,658782870484148;"P. africana";"Non";"bioclim";"Avec blocs"
2;0,606948387910909;"P. africana";"Non";"bioclim";"Avec blocs"
3;0,551927717303877;"P. africana";"Non";"bioclim";"Avec blocs"
4;0,490315398886827;"P. africana";"Non";"bioclim";"Avec blocs"
5;0,467990103675778;"P. africana";"Non";"bioclim";"Avec blocs"
1;0,639890022118457;"P. africana";"Oui";"bioclim";"Avec blocs"
2;0,563152249353271;"P. africana";"Oui";"bioclim";"Avec blocs"
3;0,706002109139007;"P. africana";"Oui";"bioclim";"Avec blocs"
4;0,642065553494125;"P. africana";"Oui";"bioclim";"Avec blocs"
5;0,607174835061263;"P. africana";"Oui";"bioclim";"Avec blocs"
1;0,700746658312448;"F. capensis";"Non";"bioclim";"Avec blocs"
2;0,660645749941135;"F. capensis";"Non";"bioclim";"Avec blocs"
3;0,617256170981337;"F. capensis";"Non";"bioclim";"Avec blocs"
4;0,540436305976829;"F. capensis";"Non";"bioclim";"Avec blocs"
5;0,688976881281296;"F. capensis";"Non";"bioclim";"Avec blocs"
1;0,628528352130326;"F. capensis";"Oui";"bioclim";"Avec blocs"
2;0,545115669884624;"F. capensis";"Oui";"bioclim";"Avec blocs"
3;0,633458759783263;"F. capensis";"Oui";"bioclim";"Avec blocs"
4;0,537137157617452;"F. capensis";"Oui";"bioclim";"Avec blocs"
5;0,670714514009731;"F. capensis";"Oui";"bioclim";"Avec blocs"
1;0,497574462310876;"P. africana";"Non";"bioclim";"Sans blocs"
2;0,471345186781609;"P. africana";"Non";"bioclim";"Sans blocs"
3;0,502454390847248;"P. africana";"Non";"bioclim";"Sans blocs"
4;0,465572101310933;"P. africana";"Non";"bioclim";"Sans blocs"
5;0,543949906699256;"P. africana";"Non";"bioclim";"Sans blocs"
1;0,614814437885881;"P. africana";"Oui";"bioclim";"Sans blocs"
2;0,596964798850575;"P. africana";"Oui";"bioclim";"Sans blocs"
3;0,5769847711812;"P. africana";"Oui";"bioclim";"Sans blocs"
4;0,594581265113911;"P. africana";"Oui";"bioclim";"Sans blocs"
5;0,557301111724355;"P. africana";"Oui";"bioclim";"Sans blocs"
1;0,568756319514661;"F. capensis";"Non";"bioclim";"Sans blocs"
2;0,582462590299278;"F. capensis";"Non";"bioclim";"Sans blocs"
3;0,614044928633218;"F. capensis";"Non";"bioclim";"Sans blocs"
4;0,579235963835249;"F. capensis";"Non";"bioclim";"Sans blocs"
5;0,528404441846873;"F. capensis";"Non";"bioclim";"Sans blocs"
1;0,515522600456877;"F. capensis";"Oui";"bioclim";"Sans blocs"
2;0,580553405572755;"F. capensis";"Oui";"bioclim";"Sans blocs"
3;0,610023788927336;"F. capensis";"Oui";"bioclim";"Sans blocs"
4;0,554309911820516;"F. capensis";"Oui";"bioclim";"Sans blocs"
5;0,571398305084746;"F. capensis";"Oui";"bioclim";"Sans blocs"
1;0,657362066846891;"P. africana";"Non";"domain";"Avec blocs"
2;0,650831282730772;"P. africana";"Non";"domain";"Avec blocs"
3;0,520960909432141;"P. africana";"Non";"domain";"Avec blocs"
4;0,524063079777366;"P. africana";"Non";"domain";"Avec blocs"
5;0,414585296889727;"P. africana";"Non";"domain";"Avec blocs"
1;0,597841914475301;"P. africana";"Oui";"domain";"Avec blocs"
2;0,636942393841883;"P. africana";"Oui";"domain";"Avec blocs"
3;0,480109746724579;"P. africana";"Oui";"domain";"Avec blocs"
4;0,654483611626469;"P. africana";"Oui";"domain";"Avec blocs"
5;0,39696041470311;"P. africana";"Oui";"domain";"Avec blocs"
1;0,64468201754386;"F. capensis";"Non";"domain";"Avec blocs"
2;0,589764834000471;"F. capensis";"Non";"domain";"Avec blocs"
3;0,743783865141481;"F. capensis";"Non";"domain";"Avec blocs"
4;0,561631416076315;"F. capensis";"Non";"domain";"Avec blocs"
5;0,606481054014702;"F. capensis";"Non";"domain";"Avec blocs"
1;0,518937969924812;"F. capensis";"Oui";"domain";"Avec blocs"
2;0,562826701200848;"F. capensis";"Oui";"domain";"Avec blocs"
3;0,69080373269115;"F. capensis";"Oui";"domain";"Avec blocs"
4;0,60881051635508;"F. capensis";"Oui";"domain";"Avec blocs"
5;0,573809439255655;"F. capensis";"Oui";"domain";"Avec blocs"
1;0,4513196281973;"P. africana";"Non";"domain";"Sans blocs"
2;0,452146192528736;"P. africana";"Non";"domain";"Sans blocs"
3;0,426165352504638;"P. africana";"Non";"domain";"Sans blocs"
4;0,464402761868398;"P. africana";"Non";"domain";"Sans blocs"
5;0,480209729559253;"P. africana";"Non";"domain";"Sans blocs"
1;0,4894412782414;"P. africana";"Oui";"domain";"Sans blocs"
2;0,490104166666667;"P. africana";"Oui";"domain";"Sans blocs"
3;0,457289734075448;"P. africana";"Oui";"domain";"Sans blocs"
4;0,439592083492427;"P. africana";"Oui";"domain";"Sans blocs"
5;0,481865489237562;"P. africana";"Oui";"domain";"Sans blocs"
1;0,554694229112834;"F. capensis";"Non";"domain";"Sans blocs"
2;0,542376160990712;"F. capensis";"Non";"domain";"Sans blocs"
3;0,602657331314879;"F. capensis";"Non";"domain";"Sans blocs"
4;0,542589853778323;"F. capensis";"Non";"domain";"Sans blocs"
5;0,470046756282876;"F. capensis";"Non";"domain";"Sans blocs"
1;0,522357038534996;"F. capensis";"Oui";"domain";"Sans blocs"
2;0,559487874097007;"F. capensis";"Oui";"domain";"Sans blocs"
3;0,601859861591695;"F. capensis";"Oui";"domain";"Sans blocs"
4;0,527214253822971;"F. capensis";"Oui";"domain";"Sans blocs"
5;0,457714786674459;"F. capensis";"Oui";"domain";"Sans blocs"
1;0,587947024177541;"P. africana";"Non";"GLM";"Avec blocs"
2;0,590799291583195;"P. africana";"Non";"GLM";"Avec blocs"
3;0,612911771845941;"P. africana";"Non";"GLM";"Avec blocs"
4;0,603456068586957;"P. africana";"Non";"GLM";"Avec blocs"
5;0,616477826816934;"P. africana";"Non";"GLM";"Avec blocs"
1;0,586186225273792;"P. africana";"Oui";"GLM";"Avec blocs"
2;0,630117069425492;"P. africana";"Oui";"GLM";"Avec blocs"
3;0,610849350347783;"P. africana";"Oui";"GLM";"Avec blocs"
4;0,575854139010253;"P. africana";"Oui";"GLM";"Avec blocs"
5;0,580369987417551;"P. africana";"Oui";"GLM";"Avec blocs"
1;0,623479442706128;"F. capensis";"Non";"GLM";"Avec blocs"
2;0,578023316512963;"F. capensis";"Non";"GLM";"Avec blocs"
3;0,573225811843608;"F. capensis";"Non";"GLM";"Avec blocs"
4;0,611835443468727;"F. capensis";"Non";"GLM";"Avec blocs"
5;0,607865368821018;"F. capensis";"Non";"GLM";"Avec blocs"
1;0,616576126785573;"F. capensis";"Oui";"GLM";"Avec blocs"
2;0,570431931040944;"F. capensis";"Oui";"GLM";"Avec blocs"
3;0,56758958052604;"F. capensis";"Oui";"GLM";"Avec blocs"
4;0,595858306310855;"F. capensis";"Oui";"GLM";"Avec blocs"
5;0,604805774420347;"F. capensis";"Oui";"GLM";"Avec blocs"
1;0,5258879562108;"P. africana";"Non";"GLM";"Sans blocs"
2;0,501440612124919;"P. africana";"Non";"GLM";"Sans blocs"
3;0,509225147803723;"P. africana";"Non";"GLM";"Sans blocs"
4;0,500178147105658;"P. africana";"Non";"GLM";"Sans blocs"
5;0,508810815334332;"P. africana";"Non";"GLM";"Sans blocs"
1;0,5222318923127;"P. africana";"Oui";"GLM";"Sans blocs"
2;0,494544576943905;"P. africana";"Oui";"GLM";"Sans blocs"
3;0,559427917261279;"P. africana";"Oui";"GLM";"Sans blocs"
4;0,503600215969107;"P. africana";"Oui";"GLM";"Sans blocs"
5;0,504350444973242;"P. africana";"Oui";"GLM";"Sans blocs"
1;0,492537238010596;"F. capensis";"Non";"GLM";"Sans blocs"
2;0,499741944021703;"F. capensis";"Non";"GLM";"Sans blocs"
3;0,507581690521199;"F. capensis";"Non";"GLM";"Sans blocs"
4;0,512358765856412;"F. capensis";"Non";"GLM";"Sans blocs"
5;0,50240245669843;"F. capensis";"Non";"GLM";"Sans blocs"
1;0,481469269363734;"F. capensis";"Oui";"GLM";"Sans blocs"
2;0,481218769222475;"F. capensis";"Oui";"GLM";"Sans blocs"
3;0,506481501485282;"F. capensis";"Oui";"GLM";"Sans blocs"
4;0,492864614465033;"F. capensis";"Oui";"GLM";"Sans blocs"
5;0,506250229538578;"F. capensis";"Oui";"GLM";"Sans blocs"
1;0,657362066846891;"P. africana";"Non";"mahal";"Avec blocs"
2;0,650831282730772;"P. africana";"Non";"mahal";"Avec blocs"
3;0,520960909432141;"P. africana";"Non";"mahal";"Avec blocs"
4;0,524063079777366;"P. africana";"Non";"mahal";"Avec blocs"
5;0,414585296889727;"P. africana";"Non";"mahal";"Avec blocs"
1;0,597841914475301;"P. africana";"Oui";"mahal";"Avec blocs"
2;0,636942393841883;"P. africana";"Oui";"mahal";"Avec blocs"
3;0,480109746724579;"P. africana";"Oui";"mahal";"Avec blocs"
4;0,654483611626469;"P. africana";"Oui";"mahal";"Avec blocs"
5;0,39696041470311;"P. africana";"Oui";"mahal";"Avec blocs"
1;0,600339390142022;"F. capensis";"Non";"mahal";"Avec blocs"
2;0,534527313397693;"F. capensis";"Non";"mahal";"Avec blocs"
3;0,643211920529801;"F. capensis";"Non";"mahal";"Avec blocs"
4;0,645440014321884;"F. capensis";"Non";"mahal";"Avec blocs"
5;0,618963741610142;"F. capensis";"Non";"mahal";"Avec blocs"
1;0,538257101086048;"F. capensis";"Oui";"mahal";"Avec blocs"
2;0,552775488580174;"F. capensis";"Oui";"mahal";"Avec blocs"
3;0,673871161950632;"F. capensis";"Oui";"mahal";"Avec blocs"
4;0,668623564614716;"F. capensis";"Oui";"mahal";"Avec blocs"
5;0,550175787492454;"F. capensis";"Oui";"mahal";"Avec blocs"
1;0,716390189293711;"P. africana";"Non";"mahal";"Sans blocs"
2;0,815122126436782;"P. africana";"Non";"mahal";"Sans blocs"
3;0,792304421768708;"P. africana";"Non";"mahal";"Sans blocs"
4;0,781786941580756;"P. africana";"Non";"mahal";"Sans blocs"
5;0,716661410286736;"P. africana";"Non";"mahal";"Sans blocs"
1;0,716339303887645;"P. africana";"Oui";"mahal";"Sans blocs"
2;0,836332614942529;"P. africana";"Oui";"mahal";"Sans blocs"
3;0,787221706864564;"P. africana";"Oui";"mahal";"Sans blocs"
4;0,742522591319842;"P. africana";"Oui";"mahal";"Sans blocs"
5;0,705281347735814;"P. africana";"Oui";"mahal";"Sans blocs"
1;0,750205969366738;"F. capensis";"Non";"mahal";"Sans blocs"
2;0,735352167182662;"F. capensis";"Non";"mahal";"Sans blocs"
3;0,733516706314879;"F. capensis";"Non";"mahal";"Sans blocs"
4;0,747160676414778;"F. capensis";"Non";"mahal";"Sans blocs"
5;0,700131502045587;"F. capensis";"Non";"mahal";"Sans blocs"
1;0,739907501029847;"F. capensis";"Oui";"mahal";"Sans blocs"
2;0,722877966976264;"F. capensis";"Oui";"mahal";"Sans blocs"
3;0,742897112889273;"F. capensis";"Oui";"mahal";"Sans blocs"
4;0,736152193325148;"F. capensis";"Oui";"mahal";"Sans blocs"
5;0,700613676212741;"F. capensis";"Oui";"mahal";"Sans blocs"
1;0,613662754976653;"P. africana";"Non";"MaxEnt";"Avec blocs"
2;0,600228721054956;"P. africana";"Non";"MaxEnt";"Avec blocs"
3;0,84905714336783;"P. africana";"Non";"MaxEnt";"Avec blocs"
4;0,669294990723562;"P. africana";"Non";"MaxEnt";"Avec blocs"
5;0,70949575871819;"P. africana";"Non";"MaxEnt";"Avec blocs"
1;0,596536311132956;"P. africana";"Oui";"MaxEnt";"Avec blocs"
2;0,521816833869645;"P. africana";"Oui";"MaxEnt";"Avec blocs"
3;0,789876132768513;"P. africana";"Oui";"MaxEnt";"Avec blocs"
4;0,819573283858998;"P. africana";"Oui";"MaxEnt";"Avec blocs"
5;0,647455230914232;"P. africana";"Oui";"MaxEnt";"Avec blocs"
1;0,777207341269841;"F. capensis";"Non";"MaxEnt";"Avec blocs"
2;0,652551801271486;"F. capensis";"Non";"MaxEnt";"Avec blocs"
3;0,668091511137869;"F. capensis";"Non";"MaxEnt";"Avec blocs"
4;0,593670238612823;"F. capensis";"Non";"MaxEnt";"Avec blocs"
5;0,714457189530878;"F. capensis";"Non";"MaxEnt";"Avec blocs"
1;0,740605419799499;"F. capensis";"Oui";"MaxEnt";"Avec blocs"
2;0,64604720979515;"F. capensis";"Oui";"MaxEnt";"Avec blocs"
3;0,624939795304034;"F. capensis";"Oui";"MaxEnt";"Avec blocs"
4;0,671724508324595;"F. capensis";"Oui";"MaxEnt";"Avec blocs"
5;0,688923612344188;"F. capensis";"Oui";"MaxEnt";"Avec blocs"
1;0,663952778343171;"P. africana";"Non";"MaxEnt";"Sans blocs"
2;0,704965876436782;"P. africana";"Non";"MaxEnt";"Sans blocs"
3;0,717706400742115;"P. africana";"Non";"MaxEnt";"Sans blocs"
4;0,692956917398498;"P. africana";"Non";"MaxEnt";"Sans blocs"
5;0,646554442955137;"P. africana";"Non";"MaxEnt";"Sans blocs"
1;0,723709206866137;"P. africana";"Oui";"MaxEnt";"Sans blocs"
2;0,761269755747126;"P. africana";"Oui";"MaxEnt";"Sans blocs"
3;0,767373995052566;"P. africana";"Oui";"MaxEnt";"Sans blocs"
4;0,762958190148912;"P. africana";"Oui";"MaxEnt";"Sans blocs"
5;0,693441351940918;"P. africana";"Oui";"MaxEnt";"Sans blocs"
1;0,677976257349362;"F. capensis";"Non";"MaxEnt";"Sans blocs"
2;0,671336429308566;"F. capensis";"Non";"MaxEnt";"Sans blocs"
3;0,667928200692042;"F. capensis";"Non";"MaxEnt";"Sans blocs"
4;0,663592476838933;"F. capensis";"Non";"MaxEnt";"Sans blocs"
5;0,675555230859147;"F. capensis";"Non";"MaxEnt";"Sans blocs"
1;0,719975283675992;"F. capensis";"Oui";"MaxEnt";"Sans blocs"
2;0,695691434468524;"F. capensis";"Oui";"MaxEnt";"Sans blocs"
3;0,705422794117647;"F. capensis";"Oui";"MaxEnt";"Sans blocs"
4;0,654230382855229;"F. capensis";"Oui";"MaxEnt";"Sans blocs"
5;0,705742255990649;"F. capensis";"Oui";"MaxEnt";"Sans blocs"
1;0,599732806901464;"P. africana";"Non";"RF";"Avec blocs"
2;0,595833051063432;"P. africana";"Non";"RF";"Avec blocs"
3;0,599088850891359;"P. africana";"Non";"RF";"Avec blocs"
4;0,614397348395478;"P. africana";"Non";"RF";"Avec blocs"
5;0,602123626622204;"P. africana";"Non";"RF";"Avec blocs"
1;0,588201562663832;"P. africana";"Oui";"RF";"Avec blocs"
2;0,612353098678332;"P. africana";"Oui";"RF";"Avec blocs"
3;0,595607063318662;"P. africana";"Oui";"RF";"Avec blocs"
4;0,610000653804717;"P. africana";"Oui";"RF";"Avec blocs"
5;0,595243880653112;"P. africana";"Oui";"RF";"Avec blocs"
1;0,579885025841088;"F. capensis";"Non";"RF";"Avec blocs"
2;0,594745084391857;"F. capensis";"Non";"RF";"Avec blocs"
3;0,580597529238713;"F. capensis";"Non";"RF";"Avec blocs"
4;0,609188880164975;"F. capensis";"Non";"RF";"Avec blocs"
5;0,586953402106517;"F. capensis";"Non";"RF";"Avec blocs"
1;0,579976560241512;"F. capensis";"Oui";"RF";"Avec blocs"
2;0,596371886335346;"F. capensis";"Oui";"RF";"Avec blocs"
3;0,577976781324254;"F. capensis";"Oui";"RF";"Avec blocs"
4;0,605869461783997;"F. capensis";"Oui";"RF";"Avec blocs"
5;0,589518632839647;"F. capensis";"Oui";"RF";"Avec blocs"
1;0,5298637;"P. africana";"Non";"RF";"Sans blocs"
2;0,4768055;"P. africana";"Non";"RF";"Sans blocs"
3;0,5116138;"P. africana";"Non";"RF";"Sans blocs"
4;0,517701;"P. africana";"Non";"RF";"Sans blocs"
5;0,5257667;"P. africana";"Non";"RF";"Sans blocs"
1;0,5276778;"P. africana";"Oui";"RF";"Sans blocs"
2;0,465924;"P. africana";"Oui";"RF";"Sans blocs"
3;0,5085471;"P. africana";"Oui";"RF";"Sans blocs"
4;0,5237423;"P. africana";"Oui";"RF";"Sans blocs"
5;0,5317538;"P. africana";"Oui";"RF";"Sans blocs"
1;0,5199832;"F. capensis";"Non";"RF";"Sans blocs"
